id,givenName,familyName,middleName,honorificSuffix,birthYear,deathYear,num_terms,positions,states,parties,congress_range,bio
A000136,Joseph,Allen,,,1749.0,1827.0,1,['Representative'],['MA'],['Federalist'],11-11,"ALLEN, Joseph
1749 – 1827
Biography
Congresses
Bibliography
Research Collections
US Congress Served
House Years of Service
11th(1810 – 1811)
State / Territory
Massachusetts
Position
Representative
Party
Federalist
ALLEN, Joseph, (nephew of Samuel Adams), a Representative from Massachusetts; born in Boston, Mass., September 2, 1749; graduated from Harvard College in 1774; engaged in business in Leicester, Mass.; moved to Worcester in 1776; member of the Massachusetts state constitutional convention of 1788; appointed clerk of the courts and held that office until 1810, when he resigned to serve in Congress; elected as a Federalist to the Eleventh Congress to fill the vacancy caused by the resignation of Jabez Upham and served from October 8, 1810, to March 3, 1811; declined to be a candidate for reelection in 1810; Massachusetts state councilor,1815-1818; died in Worcester, Mass., September 2, 1827; interment in Mechanic Street Burying Ground."
A000140,Nathaniel,Allen,,,1780.0,1832.0,1,['Representative'],['NY'],['Democratic Republican'],16-16,"ALLEN, Nathaniel
1780 – 1832
Biography
Congresses
Bibliography
Research Collections
US Congress Served
House Years of Service
16th(1819 – 1821)
State / Territory
New York
Position
Representative
Party
Democratic Republican
ALLEN, Nathaniel, (father-in-law of Robert Lawson Rose), a Representative from New York; born in East Bloomfield, N.Y., in 1780; attended the common schools; worked as a blacksmith at Canandaigua, Ontario County, N.Y.; started a blacksmith shop at Richmond, near Allens Hill, in 1796; served as an officer in the militia; appointed postmaster of Honeoye Falls, N.Y., July 1, 1811; was commissioner and paymaster on the Niagara frontier in 1812; member of the State assembly in 1812; sheriff of Ontario County, N.Y., 1815-1819; elected as a Democratic Republican to the Sixteenth Congress (March 4, 1819-March 3, 1821); was not a candidate for renomination in 1820; supervisor of the town of Richmond 1824-1826; engaged in the prosecution of claims for money due in connection with the construction of the Louisville & Portland Canal; died in the Gault House at Louisville, Ky., while on a business trip to that city, December 22, 1832; interment in the churchyard of the Episcopal Church, Allens Hill, Ontario County, N.Y."
A000143,Robert,Allen,,,1794.0,1859.0,3,['Representative'],['VA'],['Jacksonian'],20-22,"ALLEN, Robert
1794 – 1859
Biography
Congresses
Bibliography
Research Collections
3 US Congresses Served
House Years of Service
20th – 22nd(1827 – 1833)
State / Territory
Virginia
Position
Representative
Party
Jacksonian
ALLEN, Robert, (brother of John James Allen), a Representative from Virginia; born in the village of Woodstock, Shenandoah County, Va., July 30, 1794; attended the rural schools, and Dickinson College at Carlisle 1811-1812; graduated from Washington College (now Washington and Lee University), Lexington, Va., in 1815; engaged in agricultural pursuits in Shenandoah County; studied law; was admitted to the bar and commenced practice in Woodstock; prosecuting attorney of Shenandoah County; member of the State senate in 1821-1826; elected as a Jacksonian candidate to the Twentieth, Twenty-first and Twenty-second Congresses (March 4, 1827-March 3, 1833); chairman, Committee on Accounts (Twenty-second Congress); moved to Bedford County and continued agricultural pursuits; died in Mount Prospect, Va., December 30, 1859; interment in Longwood Cemetery, Liberty (now Bedford City), Va."
A000142,Robert,Allen,,,1778.0,1844.0,4,['Representative'],['TN'],"['Democratic Republican', 'Jackson Republican', 'Jacksonian']",16-19,"ALLEN, Robert
1778 – 1844
Biography
Congresses
Bibliography
Research Collections
4 US Congresses Served
House Years of Service
16th – 19th(1819 – 1827)
State / Territory
Tennessee
Position
Representative
3 Parties
Democratic Republican
Jackson Republican
Jacksonian
ALLEN, Robert, a Representative from Tennessee; born in Augusta County, Va., June 19, 1778; attended the rural schools and William and Mary College, Williamsburg, Va.; studied law and practiced; moved to Carthage, Tenn., in 1804 and engaged in the mercantile business; clerk of Smith County many years; during the War of 1812 served as colonel and commanded a regiment of Tennessee Volunteers under Gen. Andrew Jackson; elected as a Democratic Republican to the Sixteenth and Seventeenth Congresses, reelected as a Jackson Republican to the Eighteenth Congress, and reelected as a Jacksonian candidate to the Nineteenth Congress (March 4, 1819-March 3, 1827); chairman, Committee on Revolutionary Claims (Nineteenth Congress); declined to be a candidate for renomination in 1826; engaged in agricultural and mercantile pursuits in Carthage, Tenn.; delegate to the State convention in 1834; died in Carthage, Tenn., August 19, 1844; interment in Greenwood Cemetery, Lebanon, Tenn."
A000146,Samuel,Allen,Clesson,,1772.0,1842.0,6,['Representative'],['MA'],"['Adams', 'Adams-Clay Federalist', 'Federalist']",15-20,"ALLEN, Samuel Clesson
1772 – 1842
Biography
Congresses
Bibliography
Research Collections
6 US Congresses Served
House Years of Service
15th – 20th(1817 – 1829)
State / Territory
Massachusetts
Position
Representative
3 Parties
Federalist
Adams-Clay Federalist
Adams
ALLEN, Samuel Clesson, (father of Elisha Hunt Allen), a Representative from Massachusetts; born in Bernardston, Mass., January 5, 1772; attended the public schools of New Salem, and was graduated from Dartmouth College, Hanover, N.H., in 1794; studied theology; was ordained as a minister, became pastor of the Congregational Church in Northfield in 1795, and served until 1798; studied law; was admitted to the bar in 1800 and practiced in New Salem; member of the State house of representatives 1806-1810; served in the State senate 1812-1815; elected as a Federalist to the Fifteenth through the Seventeenth Congresses, reelected as an Adams-Clay Federalist to the Eighteenth Congress, and reelected as an Adams candidate to the Nineteenth and Twentieth Congresses (March 4, 1817-March 3, 1829); chairman, Committee on Accounts (Seventeenth through Twentieth Congresses); was not a candidate for renomination in 1828; member of the Governor's executive council of Massachusetts 1829-1830; again elected to the State senate in 1831; retired from politics; engaged as a lecturer at Amherst College; member of the board of trustees of Amherst College and of the University of Vermont; died in Northfield, Mass., February 8, 1842; interment in the Village Cemetery, Bernardston, Franklin County, Mass."
A000150,William,Allen,,,1803.0,1879.0,7,"['Senator', 'Representative']",['OH'],"['Democrat', 'Jacksonian']",23-30,"ALLEN, William
ca. 1803 – 1879
Biography
Congresses
Bibliography
Research Collections
Courtesy U.S. Senate Historical Office
7 US Congresses Served
House Years of Service
23rd(1833 – 1835)
Senate Years of Service
25th – 30th(1837 – 1849)
State / Territory
Ohio
2 Positions
Representative
Senator
2 Parties
Jacksonian
Democrat
ALLEN, William, a Representative and a Senator from Ohio; born in Edenton, Chowan County, N.C., December 18 or December 27, 1803; moved to Lynchburg, Va., and attended private schools; moved to Chillicothe, Ohio, in 1819; attended Chillicothe Academy; studied law; was admitted to the bar in 1827 and commenced practice in Chillicothe; elected as a Jacksonian candidate to the Twenty-third Congress; unsuccessful candidate for reelection in 1834 to the Twenty-fourth Congress; elected as a Democrat to the United States Senate in January 1837; reelected in 1843, and served from March 4, 1837, to March 3, 1849; unsuccessful candidate for reelection in 1849; chairman, Committee on Foreign Relations (Twenty-ninth Congress); retired to his estate, ""Fruit Hill,"" near Chillicothe, Ross County, Ohio, and engaged in farming and stock raising; Governor of Ohio 1874-1876; unsuccessful candidate for reelection in 1875; resumed agricultural pursuits; died at ""Fruit Hill,"" July 11, 1879; interment in Grand View Cemetery, Chillicothe, Ohio."
A000157,James,Allison,,Jr.,1772.0,1854.0,1,['Representative'],['PA'],['Jackson Republican'],18-18,"ALLISON, James, Jr.
1772 – 1854
Biography
Congresses
Bibliography
Research Collections
US Congress Served
House Years of Service
18th(1823 – 1825)
State / Territory
Pennsylvania
Position
Representative
Party
Jackson Republican
ALLISON, James, Jr., (father of John Allison), a Representative from Pennsylvania; born near Elkton, Cecil County, Md., October 4, 1772; moved with his parents to Washington County, Pa., in 1774; at seventeen years of age he enrolled in the school of David Johnson, of Beaver, Pa.; saw service in the Indian warfare at Yellow Creek, Bedford County, Pa.; studied law; was admitted to the bar in 1796 and commenced practice in Washington, Pa.; returned to Beaver in 1803 and continued the practice of law until 1822, when he was elected to Congress; prosecuting attorney of Beaver County 1803-1809; elected as a Jackson Republican to the Eighteenth and a Jacksonian to the Nineteenth Congresses and served from March 4, 1823, until his resignation in 1825 before the assembling of the Nineteenth Congress; resumed the practice of law until 1848, after which he discontinued active pursuits and lived in retirement until his death in Beaver, Beaver County, Pa., June 17, 1854; interment in Old Cemetery."
A000159,Robert,Allison,,,1777.0,1840.0,1,['Representative'],['PA'],['Anti-Masonic'],22-22,"ALLISON, Robert
1777 – 1840
Biography
Congresses
Bibliography
Research Collections
US Congress Served
House Years of Service
22nd(1831 – 1833)
State / Territory
Pennsylvania
Position
Representative
Party
Anti-Masonic
ALLISON, Robert, a Representative from Pennsylvania; born near Greencastle, Franklin County, Pa., March 10, 1777; attended local and private schools; moved to Huntingdon, Pa., in 1795; employed as a clerk in his brother's office; studied law; was admitted to the bar in April 1798 and commenced the practice of law in Huntingdon; served as a captain in the Huntingdon Volunteers during the War of 1812; at the close of the war returned to Huntingdon and resumed the practice of law; burgess of Huntingdon, Pa., in 1815, 1817, 1819, 1821-1824, and again in 1826; unsuccessful candidate for election in 1824 to the Nineteenth Congress, in 1826 to the Twentieth Congress, and in 1828 to the Twenty-first Congress; elected as an Anti-Mason to the Twenty-second Congress (March 4, 1831-March 3, 1833); was not a candidate for renomination in 1832 to the Twenty-third Congress; continued the practice of his profession in Huntingdon, Huntingdon County, Pa., until his death there on December 2, 1840; interment in River View Cemetery."
A000165,Lemuel,Alston,James,,1760.0,1836.0,2,['Representative'],['SC'],['Democratic Republican'],10-11,"ALSTON, Lemuel James
1760 – 1836
Biography
Congresses
Bibliography
Research Collections
2 US Congresses Served
House Years of Service
10th – 11th(1807 – 1811)
State / Territory
South Carolina
Position
Representative
Party
Democratic Republican
ALSTON, Lemuel James, a Representative from South Carolina; born in the eastern part of Granville (now Warren) County, N.C., in 1760; moved to South Carolina after the Revolutionary War and settled near Greens Mill, which soon became the town of Greenville; studied law; admitted to the bar and commenced practice in Greenville; member of the South Carolina state house of representatives, 1789-1790; elected as a Republican to the Tenth and Eleventh Congresses (March 4, 1807-March 3, 1811); moved in 1816 to Clarke County, Ala., and settled near Grove Hill, where he presided over the orphans' court and the county court from November 1816 until May 1821; died at ""Alston Place,"" Clarke County, Ala., in 1836."
A000167,Willis,Alston,,,1769.0,1837.0,11,['Representative'],['NC'],"['Democratic Republican', 'Jacksonian']",6-21,"ALSTON, Willis
1769 – 1837
Biography
Congresses
Bibliography
Research Collections
11 US Congresses Served
House Years of Service
6th – 13th(1799 – 1815)
19th – 21st(1825 – 1831)
State / Territory
North Carolina
Position
Representative
2 Parties
Democratic Republican
Jacksonian
ALSTON, Willis, (nephew of Nathaniel Macon), a Representative from North Carolina; born near Littleton, Halifax County, N.C., in 1769; completed preparatory studies and attended Princeton College; engaged in agricultural pursuits; member of the North Carolina state house of commons 1790-1792; served in the North Carolina state senate 1794-1796; elected as a Democratic Republican to the Sixth and to the seven succeeding Congresses (March 4, 1799-March 3, 1815); chairman, Committee on Revisal and Unfinished Business (Thirteenth Congress); again a member of the North Carolina state house of commons 1820-1824; elected as a Jacksonian candidate to the Nineteenth Congress and to the two succeeding Congresses (March 4, 1825-March 3, 1831); chairman, Committee on Elections (Twenty-first Congress); was not a candidate for reelection to the Twenty-second Congress; resumed agricultural pursuits; died in Halifax, N.C., April 10, 1837; interment in a private burying ground on his plantation home, ""Butterwood,"" near Littleton, Halifax County, N.C."
A000174,Fisher,Ames,,,1758.0,1808.0,4,['Representative'],['MA'],"['Pro-Administration', 'Federalist']",1-4,"AMES, Fisher
1758 – 1808
Biography
Congresses
Bibliography
Research Collections
Collection of the U.S. House of Representatives
About this object
4 US Congresses Served
House Years of Service
1st – 4th(1789 – 1797)
State / Territory
Massachusetts
Position
Representative
2 Parties
Pro-Administration
Federalist
AMES, Fisher, a Representative from Massachusetts; born in Dedham, Mass., April 9, 1758; attended the town school of his native city and also received private instruction; was graduated from Harvard College in 1774; served in the Revolutionary War; while teaching school, studied law; was admitted to the bar and commenced practice in Dedham in 1781; served in the Massachusetts state house of representatives in 1788; member of the Massachusetts convention called for the ratification of the U.S. Constitution in 1788; elected as a Pro-Administration candidate to the First through Third Congresses and as a Federalist to the Fourth Congress (March 4, 1789-March 3, 1797); chairman, Committee on Elections (First Congress); was not a candidate for renomination in 1796; resumed the practice of law in Dedham; member of the Governor's council 1798-1800; chosen president of Harvard University in 1804, but declined to accept because of failing health; died in Dedham, Mass., July 4, 1808; interment in Old First Parish Cemetery."
A000191,Isaac,Anderson,,,1760.0,1838.0,2,['Representative'],['PA'],['Democratic Republican'],8-9,"ANDERSON, Isaac
1760 – 1838
Biography
Congresses
Bibliography
Research Collections
2 US Congresses Served
House Years of Service
8th – 9th(1803 – 1807)
State / Territory
Pennsylvania
Position
Representative
Party
Democratic Republican
ANDERSON, Isaac, a Representative from Pennsylvania; born at ``Anderson Place,'' in Charlestown Township, near Valley Forge, Chester County, Pa., November 23, 1760; served in the Revolutionary War; as a mere youth was the carrier of dispatches between the headquarters of the Revolutionary Army under General Washington at Valley Forge and the Congress then in session at York; served three terms of service in the Revolutionary War before attaining the age of eighteen and ultimately became an ensign in the Fifth Battalion of Chester County Militia; commissioned on May 24, 1779, as first lieutenant, Fifth Battalion, Sixth Company; justice of the peace in Charlestown Township for several years; member of the Pennsylvania house of representatives in 1801; elected as a Democratic Republican to the Eighth and Ninth Congresses (March 4, 1803-March 3, 1807); was not a candidate for renomination in 1806; engaged in agricultural pursuits and sawmilling; died at ``Anderson Place,'' Charlestown Township, Pa., October 27, 1838; interment in the family burying ground near Valley Forge, Schuylkill Township, Chester County, Pa."
