"id","givenName","familyName","middleName","unaccentedGivenName","unaccentedFamilyName","unaccentedMiddleName","nickName","honorificPrefix","honorificSuffix","honorificTitle","birthYear","deathYear","congresses"
"H000870","Benjamin","Howland",,"Benjamin","Howland",,,,,,"1755","1821","[{""position"":""Senator"",""congressNumber"":8,""stateName"":""RI"",""parties"":[""Democratic Republican""]},{""position"":""Senator"",""congressNumber"":9,""stateName"":""RI"",""parties"":[""Democratic Republican""]},{""position"":""Senator"",""congressNumber"":10,""stateName"":""RI"",""parties"":[""Democratic Republican""]}]"
"H000883","Henry","Hubbard",,"Henry","Hubbard",,,"Mr.",,,"1784","1857","[{""position"":""Representative"",""congressNumber"":21,""stateName"":""NH"",""parties"":[""Jacksonian""],""electionDate"":""1829-03-10"",""electionCirca"":false},{""position"":""Representative"",""congressNumber"":22,""stateName"":""NH"",""parties"":[""Jacksonian""],""electionDate"":""1831-03-08"",""electionCirca"":false},{""position"":""Representative"",""congressNumber"":23,""stateName"":""NH"",""parties"":[""Democrat""],""electionDate"":""1833-03-12"",""electionCirca"":false},{""position"":""Senator"",""congressNumber"":24,""stateName"":""NH"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":25,""stateName"":""NH"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":26,""stateName"":""NH"",""parties"":[""Democrat""]}]"
"H000886","Jonathan","Hubbard","Hatch","Jonathan","Hubbard","Hatch",,"Mr.",,,"1768","1849","[{""position"":""Representative"",""congressNumber"":11,""stateName"":""VT"",""parties"":[""Federalist""],""electionDate"":""1808-12-13"",""electionCirca"":false}]"
"H000887","Levi","Hubbard",,"Levi","Hubbard",,,"Mr.",,,"1762","1836","[{""position"":""Representative"",""congressNumber"":13,""stateName"":""MA"",""parties"":[""Democratic Republican""],""electionDate"":""1812-11-02"",""electionCirca"":false}]"
"H000890","Thomas","Hubbard","Hill","Thomas","Hubbard","Hill",,"Mr.",,,"1781","1857","[{""position"":""Representative"",""congressNumber"":15,""stateName"":""NY"",""parties"":[""Democratic Republican""],""electionDate"":""1816-04-30"",""electionCirca"":true},{""position"":""Representative"",""congressNumber"":17,""stateName"":""NY"",""parties"":[""Democratic Republican""],""electionDate"":""1821-04-24"",""electionCirca"":true}]"
"H000914","Jacob","Hufty",,"Jacob","Hufty",,,"Mr.",,,"1750","1814","[{""position"":""Representative"",""congressNumber"":11,""stateName"":""NJ"",""parties"":[""Democratic Republican""],""electionDate"":""1808-11-07"",""electionCirca"":false},{""position"":""Representative"",""congressNumber"":12,""stateName"":""NJ"",""parties"":[""Democratic Republican""],""electionDate"":""1810-10-08"",""electionCirca"":true},{""position"":""Representative"",""congressNumber"":13,""stateName"":""NJ"",""parties"":[""Federalist""],""electionDate"":""1813-01-12"",""electionCirca"":false}]"
"H000915","Benjamin","Huger",,"Benjamin","Huger",,,"Mr.",,,"1768","1823","[{""position"":""Representative"",""congressNumber"":6,""stateName"":""SC"",""parties"":[""Federalist""]},{""position"":""Representative"",""congressNumber"":7,""stateName"":""SC"",""parties"":[""Federalist""]},{""position"":""Representative"",""congressNumber"":8,""stateName"":""SC"",""parties"":[""Federalist""]},{""position"":""Representative"",""congressNumber"":14,""stateName"":""SC"",""parties"":[""Federalist""],""electionDate"":""1814-10-10"",""electionCirca"":true}]"
"H000916","Daniel","Huger",,"Daniel","Huger",,,"Mr.",,,"1742","1799","[{""position"":""Delegate"",""congressNumber"":1,""stateName"":""SC""},{""position"":""Representative"",""congressNumber"":1,""stateName"":""SC"",""parties"":[""Pro-Administration""]},{""position"":""Representative"",""congressNumber"":2,""stateName"":""SC"",""parties"":[""Pro-Administration""]}]"
"H000928","Thomas","Hughes","Hurst","Thomas","Hughes","Hurst",,"Mr.",,,"1769","1839","[{""position"":""Representative"",""congressNumber"":21,""stateName"":""NJ"",""parties"":[""Anti-Jacksonian""],""electionDate"":""1828-11-04"",""electionCirca"":false},{""position"":""Representative"",""congressNumber"":22,""stateName"":""NJ"",""parties"":[""Anti-Jacksonian""],""electionDate"":""1830-11-05"",""electionCirca"":true}]"
"H000932","Daniel","Hugunin",,"Daniel","Hugunin",,,"Mr.","Jr.",,"1790","1850","[{""position"":""Representative"",""congressNumber"":19,""stateName"":""NY"",""parties"":[""Adams""],""electionDate"":""1824-11-01"",""electionCirca"":true}]"
"H000935","John","Hulbert","Whitefield","John","Hulbert","Whitefield",,"Mr.",,,"1770","1831","[{""position"":""Representative"",""congressNumber"":13,""stateName"":""MA"",""parties"":[""Federalist""],""electionDate"":""1814-08-04"",""electionCirca"":false},{""position"":""Representative"",""congressNumber"":14,""stateName"":""MA"",""parties"":[""Federalist""],""electionDate"":""1814-11-07"",""electionCirca"":false}]"
"H000950","Charles","Humphrey",,"Charles","Humphrey",,,"Mr.",,,"1792","1850","[{""position"":""Representative"",""congressNumber"":19,""stateName"":""NY"",""parties"":[""Adams""],""electionDate"":""1824-11-01"",""electionCirca"":true}]"
"H000957","Reuben","Humphrey",,"Reuben","Humphrey",,,"Mr.",,,"1757","1831","[{""position"":""Representative"",""congressNumber"":10,""stateName"":""NY"",""parties"":[""Democratic Republican""],""electionDate"":""1806-04-29"",""electionCirca"":true}]"
"H000962","Parry","Humphreys","Wayne","Parry","Humphreys","Wayne",,"Mr.",,,"1778","1839","[{""position"":""Representative"",""congressNumber"":13,""stateName"":""TN"",""parties"":[""Democratic Republican""],""electionDate"":""1813-04-01"",""electionCirca"":true}]"
"H000967","John","Hungerford","Pratt","John","Hungerford","Pratt",,"Mr.",,,"1761","1833","[{""position"":""Representative"",""congressNumber"":12,""stateName"":""VA"",""parties"":[""Democratic Republican""],""electionDate"":""1811-04"",""electionCirca"":true},{""position"":""Representative"",""congressNumber"":13,""stateName"":""VA"",""parties"":[""Democratic Republican""],""electionDate"":""1813-04"",""electionCirca"":true},{""position"":""Representative"",""congressNumber"":14,""stateName"":""VA"",""parties"":[""Democratic Republican""],""electionDate"":""1815-04"",""electionCirca"":true}]"
"H000974","Jonathan","Hunt",,"Jonathan","Hunt",,,"Mr.",,,"1787","1832","[{""position"":""Representative"",""congressNumber"":20,""stateName"":""VT"",""parties"":[""Adams""],""electionDate"":""1827-02-05"",""electionCirca"":false},{""position"":""Representative"",""congressNumber"":21,""stateName"":""VT"",""parties"":[""Anti-Jacksonian""],""electionDate"":""1828-09-02"",""electionCirca"":false},{""position"":""Representative"",""congressNumber"":22,""stateName"":""VT"",""parties"":[""Anti-Jacksonian""],""electionDate"":""1830-09-06"",""electionCirca"":false}]"
"H000976","Samuel","Hunt",,"Samuel","Hunt",,,"Mr.",,,"1765","1807","[{""position"":""Representative"",""congressNumber"":7,""stateName"":""NH"",""parties"":[""Federalist""]},{""position"":""Representative"",""congressNumber"":8,""stateName"":""NH"",""parties"":[""Federalist""]}]"
"H000982","John","Hunter",,"John","Hunter",,,"Mr.",,,"1752","1802","[{""position"":""Representative"",""congressNumber"":3,""stateName"":""SC""},{""position"":""Senator"",""congressNumber"":4,""stateName"":""SC"",""parties"":[""Democratic Republican""]},{""position"":""Senator"",""congressNumber"":5,""stateName"":""SC"",""parties"":[""Democratic Republican""]}]"
"H000986","Narsworthy","Hunter",,"Narsworthy","Hunter",,,"Mr.",,,,"1802","[{""position"":""Delegate"",""congressNumber"":7,""stateName"":""MS""}]"
"H000990","William","Hunter",,"William","Hunter",,,"Mr.",,,"1754","1827","[{""position"":""Representative"",""congressNumber"":15,""stateName"":""VT"",""parties"":[""Democratic Republican""],""electionDate"":""1816-09-03"",""electionCirca"":false}]"
"H000991","William","Hunter",,"William","Hunter",,,,,,"1774","1849","[{""position"":""Senator"",""congressNumber"":12,""stateName"":""RI"",""parties"":[""Federalist""]},{""position"":""Senator"",""congressNumber"":13,""stateName"":""RI"",""parties"":[""Federalist""]},{""position"":""Senator"",""congressNumber"":14,""stateName"":""RI"",""parties"":[""Federalist""]},{""position"":""Senator"",""congressNumber"":15,""stateName"":""RI"",""parties"":[""Federalist""]},{""position"":""Senator"",""congressNumber"":16,""stateName"":""RI"",""parties"":[""Federalist""]}]"
"H000994","Abel","Huntington",,"Abel","Huntington",,,"Mr.",,,"1777","1858","[{""position"":""Representative"",""congressNumber"":23,""stateName"":""NY"",""parties"":[""Jacksonian""],""electionDate"":""1832-11-05"",""electionCirca"":false},{""position"":""Representative"",""congressNumber"":24,""stateName"":""NY"",""parties"":[""Jacksonian""],""electionDate"":""1834-11-03"",""electionCirca"":false}]"
"H000995","Benjamin","Huntington",,"Benjamin","Huntington",,,"Mr.",,,"1736","1800","[{""position"":""Delegate"",""congressNumber"":2,""stateName"":""CT""},{""position"":""Delegate"",""congressNumber"":1,""stateName"":""CT""},{""position"":""Representative"",""congressNumber"":1,""stateName"":""CT"",""parties"":[""Pro-Administration""]}]"
"H000996","Ebenezer","Huntington",,"Ebenezer","Huntington",,,"Mr.",,,"1754","1834","[{""position"":""Representative"",""congressNumber"":11,""stateName"":""CT"",""parties"":[""Federalist""],""electionDate"":""1810-09-17"",""electionCirca"":false},{""position"":""Representative"",""congressNumber"":15,""stateName"":""CT"",""parties"":[""Federalist""],""electionDate"":""1817-04-03"",""electionCirca"":false}]"
"H000997","Jabez","Huntington","Williams","Jabez","Huntington","Williams",,"Mr.",,,"1788","1847","[{""position"":""Representative"",""congressNumber"":21,""stateName"":""CT"",""parties"":[""Anti-Jacksonian""],""electionDate"":""1829-04-09"",""electionCirca"":false},{""position"":""Representative"",""congressNumber"":22,""stateName"":""CT"",""parties"":[""Anti-Jacksonian""],""electionDate"":""1831-04-11"",""electionCirca"":false},{""position"":""Representative"",""congressNumber"":23,""stateName"":""CT"",""parties"":[""Anti-Jacksonian""],""electionDate"":""1833-04-11"",""electionCirca"":false},{""position"":""Senator"",""congressNumber"":26,""stateName"":""CT"",""parties"":[""Whig""]},{""position"":""Senator"",""congressNumber"":27,""stateName"":""CT"",""parties"":[""Whig""]},{""position"":""Senator"",""congressNumber"":28,""stateName"":""CT"",""parties"":[""Whig""]},{""position"":""Senator"",""congressNumber"":29,""stateName"":""CT"",""parties"":[""Whig""]},{""position"":""Senator"",""congressNumber"":30,""stateName"":""CT"",""parties"":[""Whig""],""electionCirca"":false}]"
"H001026","John","Hyneman","M.","John","Hyneman","M.",,"Mr.",,,"1771","1816","[{""position"":""Representative"",""congressNumber"":12,""stateName"":""PA"",""parties"":[""Democratic Republican""],""electionDate"":""1810-10-09"",""electionCirca"":false},{""position"":""Representative"",""congressNumber"":13,""stateName"":""PA"",""parties"":[""Democratic Republican""],""electionDate"":""1812-10-13"",""electionCirca"":false}]"
"I000006","Peter","Ihrie",,"Peter","Ihrie",,,"Mr.","Jr.",,"1796","1871","[{""position"":""Representative"",""congressNumber"":21,""stateName"":""PA"",""parties"":[""Jacksonian""],""electionDate"":""1829-10-13"",""electionCirca"":false},{""position"":""Representative"",""congressNumber"":22,""stateName"":""PA"",""parties"":[""Jacksonian""],""electionDate"":""1830-10-12"",""electionCirca"":false}]"
"I000009","Daniel","Ilsley",,"Daniel","Ilsley",,,"Mr.",,,"1740","1813","[{""position"":""Representative"",""congressNumber"":10,""stateName"":""MA"",""parties"":[""Democratic Republican""],""electionDate"":""1806-11-03"",""electionCirca"":false}]"
"I000011","James","Imlay","Henderson","James","Imlay","Henderson",,"Mr.",,,"1764","1823","[{""position"":""Representative"",""congressNumber"":5,""stateName"":""NJ"",""parties"":[""Federalist""]},{""position"":""Representative"",""congressNumber"":6,""stateName"":""NJ"",""parties"":[""Federalist""]}]"
"I000014","William","Inge","Marshall","William","Inge","Marshall",,"Mr.",,,"1802","1846","[{""position"":""Representative"",""congressNumber"":23,""stateName"":""TN"",""parties"":[""Jacksonian""],""electionDate"":""1833-08-01"",""electionCirca"":false}]"
"I000015","Charles","Ingersoll","Jared","Charles","Ingersoll","Jared",,"Mr.",,,"1782","1862","[{""position"":""Representative"",""congressNumber"":13,""stateName"":""PA"",""parties"":[""Democratic Republican""],""electionDate"":""1812-10-13"",""electionCirca"":false},{""position"":""Representative"",""congressNumber"":27,""stateName"":""PA"",""parties"":[""Democrat""],""electionDate"":""1840-10-13"",""electionCirca"":false},{""position"":""Representative"",""congressNumber"":28,""stateName"":""PA"",""parties"":[""Democrat""],""electionDate"":""1843-10-10"",""electionCirca"":false},{""position"":""Representative"",""congressNumber"":29,""stateName"":""PA"",""parties"":[""Democrat""],""electionDate"":""1844-10-08"",""electionCirca"":false},{""position"":""Representative"",""congressNumber"":30,""stateName"":""PA"",""parties"":[""Democrat""],""electionDate"":""1846-10-13"",""electionCirca"":false}]"
"I000020","Ralph","Ingersoll","Isaacs","Ralph","Ingersoll","Isaacs",,"Mr.",,,"1789","1872","[{""position"":""Representative"",""congressNumber"":19,""stateName"":""CT"",""parties"":[""Adams""],""electionDate"":""1825-04-04"",""electionCirca"":false},{""position"":""Representative"",""congressNumber"":20,""stateName"":""CT"",""parties"":[""Adams""],""electionDate"":""1827-04-12"",""electionCirca"":false},{""position"":""Representative"",""congressNumber"":21,""stateName"":""CT"",""parties"":[""Anti-Jacksonian""],""electionDate"":""1829-04-09"",""electionCirca"":false},{""position"":""Representative"",""congressNumber"":22,""stateName"":""CT"",""parties"":[""Anti-Jacksonian""],""electionDate"":""1831-04-14"",""electionCirca"":false}]"
"I000022","Samuel","Ingham","Delucenna","Samuel","Ingham","Delucenna",,"Mr.",,,"1779","1860","[{""position"":""Representative"",""congressNumber"":13,""stateName"":""PA"",""parties"":[""Democratic Republican""],""electionDate"":""1812-10-13"",""electionCirca"":false},{""position"":""Representative"",""congressNumber"":14,""stateName"":""PA"",""parties"":[""Democratic Republican""],""electionDate"":""1815-10-11"",""electionCirca"":false},{""position"":""Representative"",""congressNumber"":15,""stateName"":""PA"",""parties"":[""Democratic Republican""],""electionDate"":""1816-10-08"",""electionCirca"":false},{""position"":""Representative"",""congressNumber"":17,""stateName"":""PA"",""parties"":[""Democratic Republican""],""electionDate"":""1822-10-01"",""electionCirca"":false},{""position"":""Representative"",""congressNumber"":18,""stateName"":""PA"",""parties"":[""Jackson Republican""],""electionDate"":""1822-10-08"",""electionCirca"":false},{""position"":""Representative"",""congressNumber"":19,""stateName"":""PA"",""parties"":[""Jacksonian""],""electionDate"":""1824-10-12"",""electionCirca"":false},{""position"":""Representative"",""congressNumber"":20,""stateName"":""PA"",""parties"":[""Jacksonian""],""electionDate"":""1826-10-10"",""electionCirca"":false}]"
"I000028","James","Iredell",,"James","Iredell",,,,,,"1788","1853","[{""position"":""Senator"",""congressNumber"":20,""stateName"":""NC"",""parties"":[""Jacksonian""]},{""position"":""Senator"",""congressNumber"":21,""stateName"":""NC"",""parties"":[""Jacksonian""]}]"
"I000034","William","Irvin","W.","William","Irvin","W.",,"Mr.",,,"1779","1842","[{""position"":""Representative"",""congressNumber"":21,""stateName"":""OH"",""parties"":[""Jacksonian""],""electionDate"":""1828-10-14"",""electionCirca"":false},{""position"":""Representative"",""congressNumber"":22,""stateName"":""OH"",""parties"":[""Jacksonian""],""electionDate"":""1830-10-12"",""electionCirca"":false}]"
